INFO: Waiting for solution ...
INFO: Algorithm took 0.059 seconds.
INFO: Step 001 - from (2, 2) to (2, 0) ; cost 2
INFO: Step 449 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 450 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 451 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 452 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 453 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 454 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 455 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 456 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 457 - from (0, 5) to (4, 5) ; cost 4
INFO: Step 458 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 459 - from (4, 5) to (4, 0) ; cost 5
INFO: Step 460 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 461 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 462 - from (4, 6) to (5, 6) ; cost 1
INFO: Step 463 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 464 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 465 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 466 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 467 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 468 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 469 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 470 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 471 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 472 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 473 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 474 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 475 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 476 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 477 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 478 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 479 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 480 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 481 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 482 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 483 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 484 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 485 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 486 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 487 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 488 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 489 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 490 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 491 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 492 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 493 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 494 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 495 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 496 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 497 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 498 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 499 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 500 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 501 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 502 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 503 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 504 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 505 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 506 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 507 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 508 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 509 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 510 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 511 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 512 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 513 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 514 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 515 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 516 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 517 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 518 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 519 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 520 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 521 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 522 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 523 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 524 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 525 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 526 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 527 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 528 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 529 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 530 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 531 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 532 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 533 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 534 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 535 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 536 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 537 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 538 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 539 - from (5, 2) to (4, 2) ; cost 1
INFO: Step 540 - from (4, 2) to (4, 0) ; cost 2
INFO: Step 541 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 542 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 543 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 544 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 545 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 546 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 547 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 548 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 549 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 550 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 551 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 552 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 553 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 554 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 555 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 556 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 557 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 558 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 559 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 560 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 561 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 562 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 563 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 564 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 565 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 566 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 567 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 568 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 569 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 570 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 571 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 572 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 573 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 574 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 575 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 576 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 577 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 578 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 579 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 580 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 581 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 582 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 583 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 584 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 585 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 586 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 587 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 588 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 589 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 590 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 591 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 592 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 593 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 594 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 595 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 596 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 597 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 598 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 599 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 600 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 601 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 602 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 603 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 604 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 605 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 606 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 607 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 608 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 609 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 610 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 611 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 612 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 613 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 614 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 615 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 616 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 617 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 618 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 619 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 620 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 621 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 622 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 623 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 624 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 625 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 626 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 627 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 628 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 629 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 630 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 631 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 632 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 633 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 634 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 635 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 636 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 637 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 638 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 639 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 640 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 641 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 642 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 643 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 644 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 645 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 646 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 647 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 648 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 649 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 650 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 651 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 652 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 653 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 654 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 655 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 656 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 657 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 658 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 659 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 660 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 661 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 662 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 663 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 664 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 665 - from (1, 6) to (0, 6) ; cost 1
INFO: Step 666 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 667 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 668 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 669 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 670 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 671 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 672 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 673 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 674 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 675 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 676 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 677 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 678 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 679 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 680 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 681 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 682 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 683 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 684 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 685 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 686 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 687 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 688 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 689 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 690 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 691 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 692 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 693 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 694 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 695 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 696 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 697 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 698 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 699 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 700 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 701 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 702 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 703 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 704 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 705 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 706 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 707 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 708 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 709 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 710 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 711 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 712 - from (5, 3) to (5, 2) ; cost 1
INFO: Step 713 - from (5, 2) to (4, 2) ; cost 1
INFO: Step 714 - from (4, 2) to (5, 2) ; cost 1
INFO: Step 715 - from (5, 1) to (5, 0) ; cost 1
INFO: Step 716 - from (5, 2) to (5, 1) ; cost 1
INFO: Step 717 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 718 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 719 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 720 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 721 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 722 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 723 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 724 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 725 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 726 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 727 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 728 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 729 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 730 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 731 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 732 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 733 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 734 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 735 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 736 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 737 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 738 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 739 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 740 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 741 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 742 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 743 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 744 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 745 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 746 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 747 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 748 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 749 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 750 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 751 - from (1, 6) to (0, 6) ; cost 1
INFO: Step 752 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 753 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 754 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 755 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 756 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 757 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 758 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 759 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 760 - from (1, 6) to (0, 6) ; cost 1
INFO: Step 761 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 762 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 763 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 764 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 765 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 766 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 767 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 768 - from (0, 5) to (4, 5) ; cost 4
INFO: Step 769 - from (4, 5) to (4, 6) ; cost 1
INFO: Step 770 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 771 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 772 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 773 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 774 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 775 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 776 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 777 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 778 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 779 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 780 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 781 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 782 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 783 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 784 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 785 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 786 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 787 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 788 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 789 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 790 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 791 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 792 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 793 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 794 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 795 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 796 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 797 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 798 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 799 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 800 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 801 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 802 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 803 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 804 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 805 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 806 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 807 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 808 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 809 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 810 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 811 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 812 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 813 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 814 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 815 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 816 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 817 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 818 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 819 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 820 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 821 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 822 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 823 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 824 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 825 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 826 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 827 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 828 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 829 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 830 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 831 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 832 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 833 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 834 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 835 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 836 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 837 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 838 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 839 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 840 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 841 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 842 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 843 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 844 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 845 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 846 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 847 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 848 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 849 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 850 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 851 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 852 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 853 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 854 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 855 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 856 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 857 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 858 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 859 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 860 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 861 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 862 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 863 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 864 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 865 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 866 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 867 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 868 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 869 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 870 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 871 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 872 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 873 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 874 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 875 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 876 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 877 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 878 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 879 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 880 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 881 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 882 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 883 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 884 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 885 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 886 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 887 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 888 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 889 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 890 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 891 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 892 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 893 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 894 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 895 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 896 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 897 - from (5, 5) to (0, 5) ; cost 5
