INFO: Waiting for solution ...
INFO: Algorithm took 0.059 seconds.
INFO: Step 001 - from (2, 2) to (2, 0) ; cost 2
INFO: Step 1771 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1772 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1773 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1774 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1775 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1776 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1777 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1778 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1779 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1780 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1781 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1782 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1783 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1784 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1785 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1786 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1787 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1788 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1789 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1790 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1791 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1792 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1793 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 1794 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1795 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1796 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1797 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 1798 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1799 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1800 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 1801 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1802 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1803 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1804 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1805 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1806 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1807 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1808 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1809 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1810 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1811 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1812 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1813 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1814 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1815 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1816 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1817 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1818 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1819 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1820 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1821 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1822 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1823 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1824 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1825 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1826 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 1827 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1828 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1829 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1830 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1831 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1832 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1833 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1834 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1835 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1836 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1837 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1838 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1839 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1840 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1841 - from (4, 6) to (5, 6) ; cost 1
INFO: Step 1842 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1843 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1844 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1845 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1846 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1847 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1848 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1849 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1850 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1851 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1852 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1853 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1854 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1855 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1856 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1857 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1858 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1859 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 1860 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1861 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 1862 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1863 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1864 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1865 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1866 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1867 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1868 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1869 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1870 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1871 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1872 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1873 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1874 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1875 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1876 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1877 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1878 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1879 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1880 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1881 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1882 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1883 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1884 - from (4, 6) to (5, 6) ; cost 1
INFO: Step 1885 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1886 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1887 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1888 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1889 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1890 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1891 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1892 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1893 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1894 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1895 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1896 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1897 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1898 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1899 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1900 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1901 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1902 - from (0, 6) to (0, 4) ; cost 2
INFO: Step 1903 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1904 - from (0, 0) to (0, 3) ; cost 3
INFO: Step 1905 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 1906 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 1907 - from (0, 4) to (0, 6) ; cost 2
INFO: Step 1908 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1909 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 1910 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1911 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1912 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1913 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 1914 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1915 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1916 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1917 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1918 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1919 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1920 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 1921 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1922 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1923 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1924 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1925 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1926 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1927 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1928 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1929 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1930 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1931 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1932 - from (0, 6) to (0, 4) ; cost 2
INFO: Step 1933 - from (0, 4) to (0, 6) ; cost 2
INFO: Step 1934 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 1935 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1936 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1937 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 1938 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 1939 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1940 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1941 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1942 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1943 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1944 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1945 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1946 - from (4, 6) to (5, 6) ; cost 1
INFO: Step 1947 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1948 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1949 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 1950 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1951 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1952 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 1953 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1954 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1955 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 1956 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1957 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1958 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1959 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 1960 - from (0, 2) to (2, 2) ; cost 2
INFO: Step 1961 - from (2, 2) to (2, 0) ; cost 2
INFO: Step 1962 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1963 - from (2, 0) to (0, 0) ; cost 2
INFO: Step 1964 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1965 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 1966 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 1967 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 1968 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 1969 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1970 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 1971 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1972 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1973 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 1974 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1975 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 1976 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1977 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1978 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 1979 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 1980 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1981 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 1982 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1983 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 1984 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1985 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 1986 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 1987 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1988 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 1989 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 1990 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 1991 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 1992 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 1993 - from (4, 0) to (4, 6) ; cost 6
INFO: Step 1994 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 1995 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 1996 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 1997 - from (4, 0) to (0, 0) ; cost 4
INFO: Step 1998 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 1999 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2000 - from (0, 0) to (4, 0) ; cost 4
INFO: Step 2001 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2002 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2003 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2004 - from (0, 0) to (3, 0) ; cost 3
INFO: Step 2005 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 2006 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 2007 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2008 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2009 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2010 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2011 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2012 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2013 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2014 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2015 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2016 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2017 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 2018 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 2019 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2020 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2021 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2022 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2023 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2024 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2025 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2026 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2027 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2028 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2029 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2030 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2031 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2032 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2033 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2034 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2035 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 2036 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2037 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2038 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2039 - from (4, 6) to (4, 0) ; cost 6
INFO: Step 2040 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2041 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 2042 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2043 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2044 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2045 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2046 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2047 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2048 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2049 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2050 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2051 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2052 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2053 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2054 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2055 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2056 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2057 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2058 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2059 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2060 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 2061 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2062 - from (5, 0) to (5, 2) ; cost 2
INFO: Step 2063 - from (5, 2) to (5, 0) ; cost 2
INFO: Step 2064 - from (5, 3) to (5, 1) ; cost 2
INFO: Step 2065 - from (5, 1) to (0, 1) ; cost 5
INFO: Step 2066 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2067 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2068 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2069 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2070 - from (0, 3) to (4, 3) ; cost 4
INFO: Step 2071 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2072 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2073 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2074 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2075 - from (4, 3) to (0, 3) ; cost 4
INFO: Step 2076 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2077 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2078 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2079 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2080 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 2081 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 2082 - from (5, 6) to (1, 6) ; cost 4
INFO: Step 2083 - from (1, 6) to (5, 6) ; cost 4
INFO: Step 2084 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2085 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2086 - from (0, 6) to (0, 1) ; cost 5
INFO: Step 2087 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2088 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2089 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2090 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2091 - from (0, 1) to (5, 1) ; cost 5
INFO: Step 2092 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2093 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2094 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2095 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2096 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2097 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2098 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2099 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2100 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2101 - from (0, 6) to (0, 4) ; cost 2
INFO: Step 2102 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2103 - from (0, 3) to (0, 6) ; cost 3
INFO: Step 2104 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2105 - from (4, 4) to (4, 0) ; cost 4
INFO: Step 2106 - from (4, 0) to (5, 0) ; cost 1
INFO: Step 2107 - from (5, 0) to (1, 0) ; cost 4
INFO: Step 2108 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2109 - from (1, 0) to (1, 6) ; cost 6
INFO: Step 2110 - from (1, 6) to (1, 0) ; cost 6
INFO: Step 2111 - from (1, 0) to (5, 0) ; cost 4
INFO: Step 2112 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2113 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2114 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2115 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2116 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2117 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2118 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2119 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2120 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2121 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2122 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2123 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2124 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2125 - from (0, 5) to (0, 6) ; cost 1
INFO: Step 2126 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2127 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2128 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2129 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2130 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2131 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2132 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2133 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2134 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2135 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2136 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2137 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2138 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2139 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 2140 - from (0, 5) to (0, 1) ; cost 4
INFO: Step 2141 - from (0, 1) to (0, 6) ; cost 5
INFO: Step 2142 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2143 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2144 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2145 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2146 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2147 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2148 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2149 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2150 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2151 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2152 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2153 - from (0, 0) to (0, 5) ; cost 5
INFO: Step 2154 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2155 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2156 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2157 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2158 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2159 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2160 - from (0, 5) to (0, 0) ; cost 5
INFO: Step 2161 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2162 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2163 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2164 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2165 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2166 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2167 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 2168 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2169 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2170 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2171 - from (0, 2) to (2, 2) ; cost 2
INFO: Step 2172 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2173 - from (2, 2) to (0, 2) ; cost 2
INFO: Step 2174 - from (0, 2) to (2, 2) ; cost 2
INFO: Step 2175 - from (0, 3) to (5, 3) ; cost 5
INFO: Step 2176 - from (2, 2) to (0, 2) ; cost 2
INFO: Step 2177 - from (0, 2) to (0, 6) ; cost 4
INFO: Step 2178 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2179 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2180 - from (5, 0) to (0, 0) ; cost 5
INFO: Step 2181 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 2182 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2183 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 2184 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2185 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2186 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2187 - from (0, 3) to (0, 5) ; cost 2
INFO: Step 2188 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2189 - from (0, 6) to (5, 6) ; cost 5
INFO: Step 2190 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2191 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2192 - from (5, 5) to (0, 5) ; cost 5
INFO: Step 2193 - from (0, 5) to (5, 5) ; cost 5
INFO: Step 2194 - from (5, 6) to (0, 6) ; cost 5
INFO: Step 2195 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2196 - from (5, 5) to (5, 6) ; cost 1
INFO: Step 2197 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2198 - from (0, 6) to (4, 6) ; cost 4
INFO: Step 2199 - from (4, 6) to (0, 6) ; cost 4
INFO: Step 2200 - from (5, 6) to (5, 5) ; cost 1
INFO: Step 2201 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2202 - from (0, 0) to (0, 6) ; cost 6
INFO: Step 2203 - from (0, 6) to (0, 0) ; cost 6
INFO: Step 2204 - from (0, 0) to (5, 0) ; cost 5
INFO: Step 2205 - from (5, 5) to (0, 5) ; cost 5
